"code","name"
"300ARCH ","Arch Marble"
"300ARGL ","Argillite"
"300BCMV ","Bachman Valley Formation"
"300BDRK ","Bedrock Undifferentiated"
"300BGCK ","Berg Creek Amphibolite of Riggins Group"
"300BGVL ","Big Valley Formation"
"300BLDR ","Boulder Gneiss of Wissahickon Formation"
"300BLMR ","Baltimore Gabbro Complex"
"300BOLD ","Boulder Gneiss"
"300BRCC ","Breccia"
"300BSLT ","Basalt"
"300CBCL ","Carbonate Crystalline Bedrock"
"300CCKV ","Cockeysville Marble"
"300CCMN ","Cache Mountain Quartz Monzonite"
"300CCSM ","Clastic Sedimentary Rocks"
"300CDLR ","Candler Formation"
"300CDPG ","Casadepaga Schist"
"300CGLM ","Conglomerate"
"300CHSN ","Chisna Formation"
"300CLGS ","Clugston Limestone"
"300CLPK ","Clark Peak Schist"
"300CLSC ","Clastic Rocks"
"300CLVR ","Calaveras Group"
"300CPMC ","Chopawamsic Formation"
"300CRBN ","Carbonate Rocks"
"300CRSL ","Crystalline Rocks, Undifferentiated"
"300CRSLC","Crystalline Rocks, Carbonate"
"300CRSLN","Crystalline Rocks, Noncarbonate"
"300DCIT ","Dacite"
"300DDHL ","Druid Hill Amphibolite Member of James Run Formation"
"300DIBS ","Diabase"
"300DLMT ","Dolomite"
"300DLRT ","Dolerite (Diabase)"
"300DORT ","Diorite"
"300DRLK ","Deer Lake Argillite"
"300DUNT ","Dunite"
"300DVCK ","Dove Creek Formation or Group"
"300EGLM ","Eagle Mountain Quartzite"
"300ELCC ","Ellicott City Granodiorite"
"300ESTR ","Esther Granite"
"300EVNG ","Evington Group"
"300EVPR ","Paleozoic Evaporites"
"300FCRK ","Fish Creek Argillite"
"300FDCK ","Fiddle Creek Schist of Riggins Group"
"300GBBR ","Gabbro"
"300GBRC ","Gabbroic Rock, Undifferentiated"
"300GBSP ","Gabbro and Serpentinite At Gray Hill"
"300GEMR ","Gneisses, On Garret Island, Near Elk Milles, & Rolling Mill, Undivided"
"300GLFD ","Guilford Quartz Monzonite"
"300GLLS ","Gillis Formation"
"300GLPF ","Gilpins Falls Member of James Run Formation"
"300GLRM ","Glenarm Series"
"300GNSS ","Gneiss"
"300GPDR ","Gunpowder Granite"
"300GRCK ","Graywacke"
"300GRDR ","Granodiorite"
"300GRGN ","Georgetown Mafic Complex"
"300GRGS ","Granite Gneiss"
"300GRNC ","Granitic Rock, Undifferentiated"
"300GRNT ","Granite"
"300HBDG ","Hornblende Gneiss"
"300IJMV ","Ijamsville Formation"
"300IJVM ","Ijamsville Formation-Marburg Schist, Undifferentiated"
"300IMMG ","Intermediate Metaigneous Rock"
"300JMSR ","James Run Formation"
"300JSHU ","Joshua Schist"
"300KKRK ","Katakturuk Dolomite"
"300KLTN ","Klutina Group"
"300KNSG ","Kensington Quartz Diorite"
"300KNUT ","Kanuti Group"
"300KVPK ","Keevy Peak Formation"
"300LBRN ","Libertytown Metarhyolite"
"300LDPN ","Lead Point Argillite"
"300LFPF ","Little Northeast Cr., Frenchtown, Principio Furnace Mbrs, James Run Fm"
"300LGCK ","Lightning Creek Schist of Riggins Group"
"300LMSN ","Limestone"
"300LNSL ","Paleozoic Limestone and Shale"
"300LPELC","Lower Pelitic Schist"
"300LPLC ","Lower Pelitic Schist of Wissahickon Formation"
"300MABG ","Marburg Schist"
"300MBAB ","Metagabbro and Amphibolite"
"300MCGM ","Metaconglomerate of Wissahickon Formation"
"300MCGS ","Mica Gneiss"
"300MCSC ","Mica Schist"
"300MFIC ","Mafic Breccia"
"300MFMG ","Mafic Metaigneous Rock"
"300MGAB ","Metagraywacke With Amphibolites of Wissahickon (?) Formation"
"300MGCK ","Metagraywacke of Wissahickon Formation"
"300MGNS ","Metaigneous Rocks"
"300MGRK ","Metaigneous"
"300MMPC ","Metamorphic Rocks"
"300MMRK ","Metasedimentary Rocks"
"300MNAS ","Mount Athos Formation"
"300MNZN ","Monzonite"
"300MOLS ","Molas Formation (Pennsylvanian-Mississippian)"
"300MPRK ","Metamorphic Rocks"
"300MQMG ","Muscovite Quartz Monzonite Gneiss"
"300MRBG ","Marburg Formation"
"300MRBL ","Marble"
"300MVRK ","Metavolcanic Rocks"
"300MWSG ","Mount Washington Amphibolite"
"300NBCK ","Norbeck Quartz Diorite"
"300NCBC ","Non-Carbonate Crystalline Bedrock"
"300NEDA ","Neda Formation"
"300NKOK ","Nikoka Group"
"300NKPK ","Neruokpuk Formation"
"300OCRR ","Octararo Phyllite"
"300OELL ","Oella Formation"
"300PCSC ","Pelitic Shist of Wissahickon (?) Formation"
"300PEGM ","Pegmatite"
"300PGMT ","Pegmatite Dikes"
"300PLCG ","Pelitic Gneiss of Wissahickon (?) Formation"
"300PLGV ","Pleasant Grove Schist"
"300PLIR ","Pelier Schist"
"300PLLT ","Phyllite"
"300PLTCL","Pelitic Schist, Lower, of Wissahickon Formation"
"300PLTCU","Pelitic Schist, Upper, of Wissahickon Formation"
"300PLZC ","Paleozoic Erathem"
"300PLZCL","Paleozoic Erathem, Lower"
"300PLZCU","Paleozoic Erathem, Upper"
"300PMPV ","Permian and Pennsylvanian Systems Undifferentiated"
"300PMZA ","Pegmatite Quartz, Monzonite Gneiss and Alaskite Gneiss"
"300PNRN ","Piney Run Formation"
"300PPTS ","Puppets Formation"
"300PRBG ","Petersburg Granite"
"300PRCK ","Peters Creek Schist"
"300PRDP ","Port Deposit Gneiss"
"300PRTB ","Prettyboy Schist"
"300PSAB ","Pelitic Schist With Amphibolites of Wissahickon (?) Formation"
"300PVMD ","Pennsylvanian-Mississippian-Devonian Systems"
"300PZPB ","Paleozoic-Precambrian Erathems"
"300PZPC ","Early Paleozoic-Late Precambrian Erathems, Undifferentiated"
"300QRTZ ","Quartzite"
"300QZQZ ","Quartz Gabbro and Quartz Diorite Gneiss"
"300RELY ","Relay Gneiss Member of James Run Formation"
"300RGNS ","Riggins Group"
"300RGWS ","Regional Groundwater System                                          1"
"300RICO ","Rico Formation"
"300RMRG ","Ramey Ridge Complex"
"300RYLT ","Rhyolite"
"300SADS ","Paleozoic Sandstone and Shale"
"300SCST ","Schist"
"300SDSL ","Sandstone-Silurian Dolomite Aquifer"
"300SGFM ","Sugarloaf Mountain Quartzite"
"300SHLE ","Paleozoic Shale"
"300SLMN ","Salmon Hornblende Schist"
"300SLSN ","Siltstone"
"300SLTE ","Slate"
"300SLVR ","Silver Run Limestone"
"300SMCK ","Sams Creek Metabasalt"
"300SNDS ","Paleozoic Sandstone"
"300SNDSA","Sandstone Aquifer"
"300SNGP ","Stoney Gap Sandstone Member of Hinton Formation"
"300SNJN ","San Juan Series"
"300SODV ","Silurian-Ordovician Systems"
"300SPBY ","Sheep Bay Granite"
"300SPCK ","Slippery Creek Greenstone"
"300SQCK ","Squaw Creek Schist of Riggins Group"
"300STRS ","Setters Formation"
"300SUPI ","Supai Formation of Aubrey Group (Permian-Pennsylvanian)"
"300SYNT ","Syenite"
"300TRCT ","Trachyte"
"300TUFF ","Tuff"
"300UFGB ","Ultramafic and Gabbroic Rocks"
"300UFRK ","Ultramafic Rock, Clorite-Tremolite, Magnetite Schist"
"300UHBP ","Felsite, Happy Valley Br., Big Elk Cr., Principio Cr.mbrs, James Run F"
"300UMFC ","Ultramafic Rocks"
"300UPPC ","Upper Pelitic Schist of Wissahickon Formation"
"300URBN ","Urbana Formation"
"300VLCC ","Volcanic Complex of Cecil County"
"300WDCK ","Woodstock Quartz Monzonite"
"300WICKG","Wissahickon Gneiss"
"300WICKS","Wissahickon Schist"
"300WKFD ","Wakefield Marble"
"300WLES ","Wales Group"
"300WLLS ","Wells Formation (Permian-Pennsylvanian)"
"300WLMG ","Wilmington Complex"
"300WMHB ","William Henry Bay Marble"
"300WSCK ","Wissahickon Formation"
"300WSCK1","Wissahickon Formation, Informal Subunit Was-1"
"300WSCK2","Wissahickon Formation, Informal Subunit Was-2"
"300WSCK3","Wissahickon Formation, Informal Subunit Was-3"
"300WSCK4","Wissahickon Formation, Informal Subunit Was-4"
"300WSCK5","Wissahickon Formation, Informal Subunit Was-5"
"300WSCKA","Wissahickon Formation, Albite Chlorite Schist"
"300WSCKO","Wissahickon Formation, Oligoclase Mica Schist"
"300WSCKV","Wissahickon Formation, Metavolcanics"
"307JMSR ","James Run Formation"
"307RELY ","Relay Gneiss Member of James Run Formation"
"310ABO  ","Abo Formation"
"310ABRY ","Aubrey Group (Permian-Pennsylvanian)"
"310ALPK ","Antler Peak Limestone"
"310ANLR ","Antler Sequence"
"310AQTR ","Aqua Torres Formation"
"310ARCR ","Arcturus Formation"
"310ARCU ","Arcturus Limestone or Formation"
"310BLTR ","Bluewater Formation"
"310BMCK ","Broom Creek Member of Minnelusa Formation"
"310BMCKG","Broom Creek Group"
"310BRLL ","Bernalillo Shale"
"310BSPG ","Bird Spring Formation (Permian-Pennsylvanian-Mississippian)"
"310BTTL ","Battle Formation"
"310CASA ","Cassa Group"
"310CASS ","Cassa Member of Minnelusa"
"310CBRG ","Carbon Ridge Formation"
"310CCNN ","Coconino Formation"
"310CDRM ","Cedar Mesa Sandstone Member of Cutler Formation"
"310CHRC ","Chiricahua Limestone, Upper Part"
"310CHVS ","Chaves Shale"
"310CJGL ","Ceja Glorieta Sandstone"
"310CLVL ","Callville Limestone (Permian-Pennsylvanian-Mississippian)"
"310COCN ","Coconino Sandstone"
"310COCNA","Coconino Sandstone of Aubrey Group"
"310CPBM ","Coastal Plain Basement"
"310CRCL ","Circle Volcanics"
"310CTLR ","Cutler Formation"
"310DBLO ","Diablo Formation"
"310DCLL ","De Chelly Sandstone Member of Cutler Formation"
"310DECL ","De Chelly Sandstone"
"310DMCK ","Diamond Creek Sandstone"
"310DNKD ","Dunkard Group"
"310EARP ","Earp Formation"
"310ECHK ","Echooka Member, Sadlerochit Formation"
"310EDDY ","Eddy Sandstone"
"310EDNM ","Edna Mountain Formation"
"310EGLM ","Eagle Mills Formation"
"310FCMG ","Felsic Metaigneous Rock"
"310FIVI ","Felsic Intrusive Igneous Rock"
"310FRNR ","Forty-Niner Member of Rustler Formation"
"310FRNS ","Franson Member or Tongue of Park City Formation"
"310FRRO ","Fierro Limestone"
"310GERR ","Gerster Formation"
"310GLOR ","Glorieta Sandstone Member of San Andres Formation of Manzano Group"
"310GLRT ","Glorieta Sandstone"
"310GPKC ","Grandeur Member or Tongue of Park City Formation"
"310GRAD ","Grandeur Member of Park City Formation"
"310GRADP","Grandeur Member or Tongue of Park City Formation"
"310GRADT","Grandeur Member or Tongue of Park City Formation"
"310GRDR ","Grandeur Formation"
"310GRFL ","Granite Falls Limestone"
"310GRSR ","Gerster Formation"
"310GYM  ","Gym Limestone"
"310HALG ","Halgaito Member of Cutler Formation"
"310HCRK ","Hasen Creek Formation"
"310HERM ","Hermit Shale of Aubrey Group"
"310HGHY ","Highway Limestone"
"310HKTL ","Honaker Trail Formation of Hermosa Group"
"310HLGT ","Halgaito Tongue of Cutler Formation"
"310HLGTC","Halgaito Tongue or Member of Cutler Formation"
"310HOND ","Hondo Sandstone Member of San Andres Limestone"
"310HPCK ","Happy Creek Volcanic Series"
"310HRMT ","Hermit Shale"
"310HVLL ","Havallah Sequence"
"310INDC ","Indian Canyon Formation of Park City Group"
"310JCRL ","Jicarilla Monzonite"
"310JSLV ","Janesville Shale"
"310JSVL ","Janesville Shale"
"310KIBB ","Kaibab Limestone"
"310KOPT ","Koipata Group"
"310KRKM ","Kirkman Limestone"
"310LORY ","Loray Formation"
"310LSVL ","Los Vallos Member of Yeso Formation"
"310LYNS ","Lyons Formation"
"310MBLC ","Meseta Blanca Sandstone Member of Yeso Formation"
"310MDPK ","Meade Peak Phosphatic Shale Member or Tongue of Phosphoria Formation"
"310MEAD ","Meade Peak Formation"
"310MFLD ","Matfield Shale"
"310MGNT ","Magenta Member of Rustler Formation"
"310MNKM ","Mankomen Formation"
"310MNKT ","Minnekahta Limestone"
"310MNLS ","Minnelusa Formation (Permian and Pennsylvanian)"
"310MNZN ","Manzano Group"
"310NACO ","Naco Formation"
"310NLNS ","Nolans Limestone"
"310NNSC ","Ninnescah Shale"
"310NOGL ","Nogal Formation"
"310NOLS ","Nolans Limestone of the Chase Group"
"310NUKA ","Nuka Formation"
"310NUKN ","Noukeen Formation"
"310OARK ","Organ Rock Tongue of Cutler Formation"
"310OARKC","Organ Rock Tongue or Member of Cutler Formation"
"310OGRK ","Organ Rock Member of Cutler Formation"
"310OLCN ","Owl Canyon Formation"
"310ONAG ","Onaga Shale"
"310OQRR ","Oquirrh Group (Permian-Pennsylvanian-Mississippian)"
"310PBLO ","Pablo Formation"
"310PCOS ","Pecos Formation"
"310PCSC ","Pecos Canyon Sandstone"
"310PKON ","Pakoon Limestone"
"310PLMP ","Plympton Formation"
"310PMPV ","Permian-Pennsylvanian Systems"
"310PQUP ","Pequop Formation"
"310PRKC ","Park City Formation or Group"
"310PRKCG","Park City Group"
"310PRMN ","Permian System"
"310PRMV ","Permian System"
"310PSPR ","Phosphoria Formation"
"310PYBS ","Pybus Formation"
"310PYMP ","Plympton Formation of Park City Group"
"310QRMW ","Quartermaster Formation and Whitehorse Group"
"310QRRM ","Quartermaster Formation"
"310RBHL ","Rib Hill Formation"
"310REX  ","Rex Chert Member of Phosphoria Formation"
"310RICO ","Rico Formation"
"310RIPS ","Riepe Spring Limestone"
"310RNVL ","Rainvalley Formation of Naco Group"
"310RPHP ","Retort Phosphatic Shale Member or Tongue of Phosphoria Formation"
"310RPSP ","Riepe Spring Formation"
"310RPTN ","Riepetown Sandstone"
"310RTRT ","Retort Phosphatic Shale Member or Tongue of Phosphoria Formation"
"310RXCR ","Rex Chert Member of Phosphoria Formation"
"310RXPP ","Rex Chert Member of Phosphoria Formation"
"310SCBH ","Schnebly Hill Formation"
"310SCRK ","Station Creek Formation"
"310SDRN ","Shedhorn Sandstone"
"310SGRC ","Sangre De Cristo Formation"
"310SKKK ","Siksikpuk Formation"
"310SKOL ","Skolai Group"
"310STEP ","Step Conglomerate"
"310STNK ","Satanka Shale"
"310SUPI ","Supai Formation"
"310SUPIE","Supai Formation, Evaporite Member"
"310SUPIL","Supai Formation, Lower"
"310SUPIM","Supai Formation, Middle"
"310SUPIU","Supai Formation, Upper"
"310SYDR ","San Ysidro Member of Yeso Formation"
"310TKND ","Tahkandit Limestone"
"310TORP ","Toroweap Formation of Aubrey Group"
"310TOSI ","Tosi Chert Member or Tongue of Phosphoria Formation"
"310TPPP ","Tippipah Limestone"
"310TRNC ","Torrance Shale"
"310TRRS ","Torres Member of Yeso Formation"
"310TRWP ","Toroweap Formation"
"310WBER ","Weber Formation"
"310WDRV ","Wood River Formation"
"310WEBR ","Weber Quartzite or Sandstone (Permian-Pennsylvanian)"
"310WLLS ","Wells Formation"
"310WLNG ","Wellington Formation"
"310WTRM ","White Rim Sandstone Member of Cutler Formation"
"310WTRS ","Whitehorse Sandstone or Group"
"310YESO ","Yeso Formation"
"310YESOG","Yeso Formation, Manzano Group"
"310YKVL ","Yorkville Quartz Monzonite"
"311ALBS ","Alibates Dolomite"
"311BGBS ","Big Basin Formation"
"311CDCF ","Cloud Chief Formation"
"311CNNM ","Canyon Mountain Complex"
"311DACK ","Day Creek Dolomite Member of Cloud Chief Formation"
"311DCRK ","Day Creek Dolomite"
"311DFCL ","Difficulty Shale Member of Goose Egg Formation"
"311ERVY ","Ervay Equivalent"
"311FRLL ","Forelle Limestone"
"311FRZT ","Freezeout Tongue of Chugwater Formation"
"311GLED ","Glendo Shale Member of Goose Egg Formation"
"311GLND ","Glendo Shale"
"311KIGR ","Kiger Shale Member of Whitehorse Formation"
"311MCCK ","Moccasin Creek Gypsum Member of Cloud Chief Formation"
"311PRMNU","Upper Permian Series"
"311RLCK ","Relay Creek Dolomite Member of Whitehorse Formation"
"311TLOG ","Taloga Formation"
"311TOLG ","Taloga Formation of Cragin"
"311WRFD ","Weatherford Member of Cloud Chief Formation"
"312CASL ","Castile Gypsum"
"312CLBR ","Culebra Dolomite Member of Rustler Formation"
"312CSTL ","Castile Formation"
"312DOXY ","Doxey Member of Quartermaster Formation"
"312DYLK ","Dewey Lake Redbeds"
"312ELKC ","Elk City Member of Quartermaster Formation"
"312OCAR ","Ochoan Series and Artesia Group"
"312OCHO ","Ochoan Series"
"312QRRM ","Quartermaster Formation"
"312RSLR ","Rustler Formation"
"312RSLRL","Rustler Formation, Unnamed Lower Member"
"312SLDO ","Salado Formation"
"312TMRK ","Tamarisk Member of Rustler Formation"
"312TSSY ","Tessey Limestone"
"313ACME ","Acme Dolomite Member of Blaine Formation"
"313ALBS ","Alibates Dolomite Lentil of Quartermaster Formation"
"313ALTD ","Altuda Formation"
"313ARTS ","Artesia Group"
"313AZOT ","Azotea Tongue of Seven Rivers Formation"
"313BLCN ","Bell Canyon Formation"
"313BLIN ","Blaine Gypsum"
"313BRNL ","Bernal Formation of Artesia Group"
"313BRSC ","Brushy Canyon Formation"
"313BRUC ","Brushy Canyon Formation of Delaware Mountain Group"
"313BRWN ","Brown Limestone Member of U-Bar Formation"
"313BSAG ","Blaine Gypsum and San Angelo Sandstone"
"313CABD ","Carlsbad Group"
"313CDRP ","Cedartop Gypsum Member of Blaine Formation"
"313CKBF ","Chalk Bluff Formation"
"313CLBD ","Carlsbad Limestone"
"313CLDR ","Childress Dolomite Member of Grayburg Formation"
"313CLGR ","Collingsworth Gypsum Member of Blaine Formation"
"313CNCH ","Concha Limestone of Naco Group"
"313CPTN ","Capitan Limestone"
"313CRCN ","Cherry Canyon Formation"
"313CRCX ","Capitan Reef Complex and Associated Limestones"
"313CRET ","Creta Dolomite Member of Blaine Formation"
"313CTFF ","Cutoff Shaly Member of Bone Spring Limestone"
"313DBLM ","Double Mountain Group"
"313DCBF ","Dog Creek Shale, Blaine Gypsum and Flowerpot Shale"
"313DCKB ","Dog Creek Shale and Blaine Gypsum Aquifer"
"313DCRL ","Doe Creek Lentil of Marlow Formation"
"313DELM ","Delaware Mountain Formation or Group"
"313DGCK ","Dog Creek Shale"
"313DGCN ","Dog Canyon Limestone"
"313DLRM ","Delaware Mountain Group"
"313DOCB ","Dog Creek Shale and Blaine Gypsum"
"313DOZR ","Dozier Sandstone Member of Rush Springs Formation"
"313ELRN ","El Reno Group"
"313EMFK ","Elm Fork Member of Blaine Formation"
"313EMNL ","Emanuel Dolomite Bed of Marlow Formation"
"313FLRP ","Flowerpot Shale"
"313FPSA ","Flowerpot Shale and San Angelo Sandstone"
"313GABG ","Grayburg Formation"
"313GDLP ","Guadalupian Series"
"313GLLM ","Gilliam Limestone"
"313GLLMT","Gilliam Thin-Bedded Member of Capitan Limestone"
"313GOSP ","Goat Seep Dolomite"
"313GPCK ","Gypsum Creek Dolomite Bed (Unformal Usage) of Blaine Fm"
"313GRBG ","Grayburg Formation of Artesia Group"
"313GRCM ","Gracemont Shale Bed of Marlow Formation"
"313GTHR ","Guthrie Bed (Informal Usage) of Dog Creek Formation"
"313GTSP ","Goat Seep Limestone"
"313GTWY ","Getaway Limestone Member of Cherry Canyon Formation"
"313GUDP ","Guadalupian Rocks"
"313HGLR ","Hegler Limestone Member of Cherry Canyon Formation"
"313HLLS ","Hollis Bed (Informal Usage) of Dog Creek Formation"
"313HSCK ","Haystack Gypsum Member of Blaine Formation"
"313JSTR ","Jester Dolomite Member of Blaine Formation"
"313LAMR ","Lamar Limestone Member of Bell Canyon Formation"
"313LMSN ","Limestone Aquifer"
"313LVNG ","Lovington Sandstone Member of San Andres Formation"
"313MCMB ","Mc Combs Limestone Member of Bell Canyon"
"313MCQN ","Mcqueen Bed (Informal Usage)of Dog Creek Formation"
"313MNGM ","Mangum Dolomite Member of Blaine Formation"
"313MNZN ","Manzanita Limestone Member of Cherry Canyon Formation"
"313MRLW ","Marlow Formation"
"313OCTL ","Ocotillo Silt Member"
"313OLDC ","Old Crow Bed of Rush Springs Formation"
"313PNRY ","Pinery Limestone Member of Cherry Canyon Formation"
"313QUEN ","Queen Formation"
"313RDER ","Rader Limestone Member of Cherry Canyon Formation"
"313RLCK ","Relay Creek Dolomite Beds of Marlow Formation"
"313RSPG ","Rush Springs Formation"
"313SADG ","San Andres Limestone and Glorieta Sandstone"
"313SADR ","San Andres Limestone"
"313SADRL","San Andres Limestone, Lower Cherty Member"
"313SADRU","San Andres Limestone, Upper Clastic Member"
"313SADY ","San Andres Limestone and Yeso Formation, Undivided"
"313SDLR ","Saddlehorse Gypsum Lintel of Quartermaster Formation"
"313STCK ","Shattuck Member of Queen Formation"
"313STRD ","Southard Dolomite Bed of Dog Creek Shale"
"313SVRV ","Seven Rivers Formation"
"313SWLS ","South Wells Limestone Member of Cherry Canyon Formation"
"313TNSL ","Tansill Formation"
"313TRTS ","Three Twins Member of Chalk Bluff Formation"
"313VDRO ","Vidrio Limestone Member of Word Formation"
"313VRDN ","Verden Sandstone Member of Marlow Formation"
"313VVCR ","Van Vacter Member of Blaine Formation"
"313VVCR1","Gypsum Bed 1 of Van Vacter Member of Blaine Formation"
"313VVCR2","Gypsum Bed 2 of Van Vacter Member of Blaine Formation"
"313VVCR3","Gypsum Bed 3 of Van Vacter Member of Blaine Formation"
"313VVCR4","Gypsum Bed 4 of Van Vacter Member of Blaine Formation"
"313VVCR5","Gypsum Bed 5 of Van Vacter Member of Blaine Formation"
"313VVCR6","Gypsum Bed 6 of Van Vacter Member of Blaine Formation"
"313WDCB ","Whitehorse, Dog Creek and Blaine Formations"
"313WORD ","Word Formation"
"313WRFD ","Weatherford Gypsum Bed of Rush Springs Formation"
"313WTNG ","Watonga Dolomite Bed of Dog Creek Shale"
"313YATS ","Yates Formation, Guadalupe Group"
